id,infra,name,iso3,Continent_Code,geometry,canal_main,v_out,q_out,v_in,q_in,v_total,q_total
port748,port,Mina Tarabulus (Tripoli)_Libya,LBY,AF,POINT (13.200583605387726 32.904656187972655),Panama,69798.90532118134,72.46981208862036,5362.27753617686,2.095667733262237,75161.1828573582,74.56547982188259
port750,port,Misratah_Libya,LBY,AF,POINT (15.215128283273781 32.343983788441456),Panama,120.29849068864384,0.2994318389384983,4903305.323049139,4807.5958998738515,4903425.621539827,4807.89533171279
port23,port,Al Iskandariyh (Alexandria)_Egypt,EGY,AF,POINT (29.837590529759673 31.15536501576496),Panama,71952936.1269414,20704.37512780115,34779860.222016424,32607.7488246324,106732796.34895782,53312.123952433554
port192,port,Bur Said (Port Said)_Egypt,EGY,AF,POINT (32.30771942243283 31.249586292483176),Panama,44936903.800201625,88404.08787497989,44155197.23131507,103246.64711597735,89092101.0315167,191650.73499095725
port274,port,Damietta_Egypt,EGY,AF,POINT (31.759472476409314 31.462136855631023),Panama,4885.676388387401,8.41921642175338,15302.712635934458,8.85337850319068,20188.38902432186,17.27259492494406
port321,port,El-Adabiya_Egypt,EGY,AF,POINT (32.46211563003946 29.904162912450463),Panama,3686457.506647989,3959.9556698632186,4056175.573417901,9191.1128710518,7742633.08006589,13151.06854091502
port760,port,Mongstad_Norway,NOR,EU,POINT (5.044241786748606 60.82173558216646),Panama,40390785.749789074,39514.12296462243,2030045.161912479,82.73709177680085,42420830.91170155,39596.86005639923
port1208,port,Slagenstangen_Norway,NOR,EU,POINT (10.514380977912042 59.31819836365456),Panama,1879045.5287567372,613.5204241656479,1592123.9334618342,55.10548931816034,3471169.4622185715,668.6259134838083
port1225,port,Stavanger_Norway,NOR,EU,POINT (5.726419354778935 58.945262334491666),Panama,18728233.411671545,9700.586491624967,1012257.4134427174,1246.814658063914,19740490.82511426,10947.401149688882
port31,port,Algeciras_Spain,ESP,EU,POINT (-5.414266527700274 36.16592191437791),Panama,816682139.9838514,501150.834860327,625566337.5939878,1065950.4890746174,1442248477.5778394,1567101.3239349443
port118,port,Barcelona_Spain,ESP,EU,POINT (2.1464898987441767 41.3379783937254),Panama,685942608.3096058,249709.20286525026,1130255930.0497231,2006106.9313683228,1816198538.359329,2255816.134233573
port201,port,Cadiz_Spain,ESP,EU,POINT (-6.2637586492793105 36.52041019477181),Panama,3263428.2856077733,2285.1735349980254,26906180.78412783,35372.72387612631,30169609.069735605,37657.89741112433
port219,port,Cartagena_Spain,ESP,EU,POINT (-0.945398356705371 37.57548974049472),Panama,39431226.79624318,43553.45426429759,25415253.693196233,19572.936390527208,64846480.48943941,63126.39065482479
port267,port,Cueta_Spain,ESP,EU,POINT (-5.316014757585397 35.89549311484472),Panama,53008157.317110896,73143.08525600443,74142283.4071649,224144.79515787886,127150440.7242758,297287.8804138833
