from_id,to_id,from_infra,to_infra,distance,length,geometry,q_sea_flow,v_sea_flow
maritime1807,maritime4161,maritime,maritime,1260.9266558191232,12.050306478404277,"LINESTRING (-80 -20.00003052, -76.96176147 -24.96734047, -72.80000305 -29.60000038)",13606262.54123728,19837207764.900414
maritime2979,maritime4161,maritime,maritime,334.4252867903161,3.492820459308507,"LINESTRING (-72 -32.99996948, -72.80000305 -29.60000038)",25924495.62697881,21082658900.5861
maritime4164,maritime4161,maritime,maritime,598.0348832041275,5.9907886497116545,"LINESTRING (-71.30000305 -23.80003929, -72.80000305 -29.60000038)",15914525.751362395,11762381744.904135
maritime1843,maritime3191,maritime,maritime,583.0716158202918,5.656879903327829,"LINESTRING (169.9999847 -30.00000954, 174 -34.00003052)",11546745.367337203,19704800511.86509
maritime1851,maritime3191,maritime,maritime,766.6887067105603,7.211114188559225,"LINESTRING (180 -30.00000954, 174 -34.00003052)",3739258.053808677,12489431331.003922
maritime3195,maritime3191,maritime,maritime,178.74274521788726,1.769177932829313,"LINESTRING (175.1999969 -35.30002975, 174 -34.00003052)",28115792.246901747,38949031256.96752
maritime3250,maritime3191,maritime,maritime,192.7751878680952,1.7464170098993732,"LINESTRING (172.3000031 -34.40000916, 174 -34.00003052)",8886041.066258416,7181073986.0651455
maritime1843,maritime3250,maritime,maritime,486.06465965926776,4.964884822061708,"LINESTRING (169.9999847 -30.00000954, 172.3000031 -34.40000916)",725540.6798833171,757946975.9148257
maritime2913,maritime3250,maritime,maritime,2317.4767949464035,20.82687948784746,"LINESTRING (151.5000153 -34.00006104, 156.6664429 -34.42689896, 161.8731842 -34.63756943, 167.0935211 -34.6287384, 172.3000031 -34.40000916)",7576874.836148601,5804777576.862289
maritime3191,maritime3250,maritime,maritime,192.7751878680952,1.7464170098993732,"LINESTRING (174 -34.00003052, 172.3000031 -34.40000916)",3374758.547108761,10390207850.419823
maritime3254,maritime3250,maritime,maritime,232.19385031893063,2.3600913660460523,"LINESTRING (173.7000122 -36.30001068, 172.3000031 -34.40000916)",14906439.01330726,4921252000.1828575
maritime1851,maritime3182,maritime,maritime,720.4671987248324,7.816069920337483,"LINESTRING (180 -30.00000954, 179.7625122 -33.90158844, 179.5 -37.80002975)",161584.23830315308,400075247.69760215
maritime3180,maritime3182,maritime,maritime,253.17948393391407,2.662706027333961,"LINESTRING (178 -40.00003052, 179.5 -37.80002975)",4124028.4701271327,4565993262.993174
maritime3186,maritime3182,maritime,maritime,320.4302480504625,3.0269670188222735,"LINESTRING (176.8999939 -36.25003052, 179.5 -37.80002975)",3946478.168005329,4292436288.0550413
maritime1856,maritime1652,maritime,maritime,1439.0922507651196,14.154000609815048,"LINESTRING (-180 -30.00000954, -175.3070831 -35.10231018, -170 -40.00003052)",685807.0030161483,171235306.25695264
maritime2476,maritime1652,maritime,maritime,1364.4828906907396,14.149130308727752,"LINESTRING (-160.0000153 -50.00001144, -165.2832794 -45.03174973, -170 -40.00003052)",445285.5565149919,232410248.17228892
maritime1875,maritime3147,maritime,maritime,636.9983078393874,7.211130075151718,"LINESTRING (150.0000153 -50.00001144, 146 -43.99998856)",0.0053220012329166,98.81773692831598
maritime3145,maritime3147,maritime,maritime,275.7771907347444,2.8284325199760754,"LINESTRING (144 -41.99998093, 146 -43.99998856)",267167.38190238515,496372522.32240486
maritime3151,maritime3147,maritime,maritime,191.95049080333698,1.7464170098993732,"LINESTRING (147.6999969 -43.60000992, 146 -43.99998856)",171195.75431541016,46211864.53774052
maritime1875,maritime3153,maritime,maritime,547.7577344407579,7.071332369637613,"LINESTRING (150.0000153 -50.00001144, 149.4695282 -46.50202942, 149 -43.00001144)",4863.2028596403825,11812050.915989043
maritime3151,maritime3153,maritime,maritime,152.65487618443703,1.4317842840358008,"LINESTRING (147.6999969 -43.60000992, 149 -43.00001144)",353908.5646500762,85007123.5812599
maritime3156,maritime3153,maritime,maritime,465.3768385792751,5.412921783915946,"LINESTRING (150.1000061 -37.70003891, 149 -43.00001144)",352603.0653474536,462748700.2594824
maritime2467,maritime1887,maritime,maritime,1113.196611125005,10.000015300088034,"LINESTRING (180 -49.99996948, 169.9999847 -50.00001144)",12584.873072149367,7116909.561547516
maritime3212,maritime1887,maritime,maritime,573.3796251287465,5.9463782996810854,"LINESTRING (165.6000061 -46.00006104, 169.9999847 -50.00001144)",165276.0312867778,47972606.95035179
maritime3219,maritime1887,maritime,maritime,228.32774013927465,3.041378749882048,"LINESTRING (169.5 -47.00001144, 169.9999847 -50.00001144)",11555.974420752338,1130851.035298482
maritime1887,maritime3219,maritime,maritime,228.32774013927465,3.041378749882048,"LINESTRING (169.9999847 -50.00001144, 169.5 -47.00001144)",11037.021964114683,4630821.370892809
maritime3217,maritime3219,maritime,maritime,147.89387449461506,1.3601560720865706,"LINESTRING (168.1999969 -46.59999084, 169.5 -47.00001144)",1516002.0553708002,1650423962.5890927
maritime3222,maritime3219,maritime,maritime,183.73322804371014,1.8027735523208446,"LINESTRING (171.0000153 -46.00003815, 169.5 -47.00001144)",2207030.2511682785,3099434943.761151
maritime2330,maritime2338,maritime,maritime,1113.3406133764436,10.002255337678323,"LINESTRING (60 -40, 64.99958038 -40.10675049, 69.99997711 -40.00003052)",51440.348779045635,58800139.78406688
maritime2346,maritime2338,maritime,maritime,1113.3464310459528,10.002306781748178,"LINESTRING (80.00000763 -40.00003052, 74.99958038 -40.10671997, 69.99997711 -40.00003052)",119909.69805290303,91239847.84307799
maritime2162,maritime2321,maritime,maritime,1113.3431187153399,10.002277571048904,"LINESTRING (40 -40.00003052, 44.99958038 -40.10675049, 50 -40.00003052)",51440.348779045635,58800139.78406688
maritime2330,maritime2321,maritime,maritime,1113.3431611333153,10.002278222357717,"LINESTRING (60 -40, 54.99958038 -40.10675049, 50 -40.00003052)",119909.69805290303,91239847.84307799
maritime2321,maritime2330,maritime,maritime,1113.3431611333153,10.002278222357717,"LINESTRING (50 -40.00003052, 54.99958038 -40.10675049, 60 -40)",51440.348779045635,58800139.78406688
maritime2338,maritime2330,maritime,maritime,1113.3406133764436,10.002255337678323,"LINESTRING (69.99997711 -40.00003052, 64.99958038 -40.10675049, 60 -40)",119909.69805290303,91239847.84307799
maritime2017,maritime4210,maritime,maritime,302.5051048752339,2.860051635003404,"LINESTRING (-49.5 -30.50004959, -51.79999924 -32.20001984)",21878487.32366924,18931661867.976772
maritime2976,maritime4210,maritime,maritime,420.07601168961963,4.140326663559173,"LINESTRING (-54.59999847 -35.24998856, -51.79999924 -32.20001984)",67841356.5405383,38502900683.46032
maritime2022,maritime639,maritime,maritime,898.8392517690779,8.495900919937288,"LINESTRING (-40 -30.00001907, -43.17383957 -27.13570023, -46.29999924 -24.29999924)",12893659.712526405,18527531225.41474
maritime4202,maritime639,maritime,maritime,354.3400373399669,3.2097500469663625,"LINESTRING (-43.25 -23.29999924, -46.29999924 -24.29999924)",30430319.623290174,30539048406.99746
maritime4207,maritime639,maritime,maritime,391.4127837447304,3.848382877029623,"LINESTRING (-47.89999008 -27.80001068, -46.29999924 -24.29999924)",28262045.527834587,12704003413.535448
maritime2140,maritime10354,maritime,maritime,2223.9315377818375,19.98068589315622,"LINESTRING (-160.0000153 -40.00003052, -165.000412 -40.10675049, -170 -40.00003052, -179.97399930720184 -39.70291819669129)",1873942.4821209232,1398088539.1024246
maritime2169,maritime2170,maritime,maritime,212.83081461860723,2.433747766026726,"LINESTRING (28.11109039983002 61.313444250821036, 28 60.29998016, 29.39999962 60.0999794)",238365.04054925748,128974344.11819652
maritime2176,maritime2178,maritime,maritime,65.80439827727214,1.0198059227647636,"LINESTRING (20.20000076 56.79999161, 19.99999046 55.79999161)",33166930.61893272,12776543396.408747
maritime2180,maritime2178,maritime,maritime,122.31614065088215,1.2806193033451878,"LINESTRING (19 54.99998856, 19.99999046 55.79999161)",13448825.855796982,9950947400.3793
maritime2180,maritime292,maritime,maritime,513.5296819317234,4.638975041978639,"LINESTRING (19 54.99998856, 14.39999008 54.39999008)",48512755.699774176,30069502798.49456
maritime2883,maritime292,maritime,maritime,67.78177091495947,0.7810246540242892,"LINESTRING (13.89997959 54.99998093, 14.39999008 54.39999008)",48473409.68426637,36223991935.45561
maritime2183,maritime2859,maritime,maritime,233.79082914822143,2.100605527724955,"LINESTRING (5.949989796 57.99998856, 8.050000191 57.94998932)",31568886.03599301,18780438516.56446
maritime2845,maritime2859,maritime,maritime,448.4745722398745,5.452076517976669,"LINESTRING (4.899990082 53.49998093, 8.050000191 57.94998932)",80697439.07507172,79916036714.92488
maritime2858,maritime2859,maritime,maritime,157.24081353685574,2.55439577159631,"LINESTRING (7.900000095 55.40000153, 8.050000191 57.94998932)",35105276.25782019,56234449326.030876
maritime2864,maritime2859,maritime,maritime,176.71516431990477,1.6807743944391638,"LINESTRING (9.600000381 58.59999084, 8.050000191 57.94998932)",24834529.837898657,13900578809.922464
maritime2868,maritime2859,maritime,maritime,298.83513833759895,2.6874787458594502,"LINESTRING (10.73328972 57.79999161, 8.050000191 57.94998932)",238579361.48624364,171088561935.21265
maritime2183,maritime2189,maritime,maritime,136.30275267438122,1.4008644896670472,"LINESTRING (5.949989796 57.99998856, 4.800010204 58.79996872)",27126100.459249515,26131209309.912643
maritime2191,maritime2189,maritime,maritime,103.7224205554552,1.5231737056634411,"LINESTRING (4.200009823 60.19998932, 4.800010204 58.79996872)",97427863.66889518,37638540109.83348
maritime2183,maritime2775,maritime,maritime,679.364015505207,7.145092338129437,"LINESTRING (5.949989796 57.99998856, 0.4000099897 53.49998093)",12335983.464074384,7689148542.8189945
maritime2212,maritime2775,maritime,maritime,298.5612980043496,2.968136543746039,"LINESTRING (2.899990082 51.90000153, 0.4000099897 53.49998093)",39003666.30473584,25676012207.72412
maritime2780,maritime2775,maritime,maritime,68.09212132810504,0.6324676651104358,"LINESTRING (-0.200000003 53.69998932, 0.4000099897 53.49998093)",5233711.475941672,7934817618.844267
maritime2781,maritime2775,maritime,maritime,187.44819279759759,2.126043198845685,"LINESTRING (-1 55.09999084, 0.4000099897 53.49998093)",8061173.088404799,10860523640.248596
maritime2845,maritime2775,maritime,maritime,500.9354924547044,4.4999800923,"LINESTRING (4.899990082 53.49998093, 0.4000099897 53.49998093)",1131302.8179254874,1507726150.8672364
maritime2183,maritime2789,maritime,maritime,885.301678879574,7.960046417735668,"LINESTRING (5.949989796 57.99998856, -2 58.39999008)",4276993.325752063,6220824379.367758
maritime2785,maritime2789,maritime,maritime,93.44309804637247,1.2530003336784143,"LINESTRING (-1.40000999 57.29998016, -2 58.39999008)",3580867.577501404,5342969666.601944
maritime2792,maritime2789,maritime,maritime,149.44787076583458,1.3666366020659901,"LINESTRING (-3.333300114 58.70000076, -2 58.39999008)",6907729.595028337,12919614655.664753
maritime2185,maritime2226,maritime,maritime,907.0604874087778,8.188400563656375,"LINESTRING (33 42.99996948, 41.09999847 41.79999924)",12301551.7078345,5911788229.132337
maritime2185,maritime4332,maritime,maritime,410.9582510816104,3.9446302853645285,"LINESTRING (33 42.99996948, 36.40000916 44.99998093)",29450495.903558362,14511958289.994995
maritime2189,maritime2183,maritime,maritime,136.30275267438122,1.4008644896670472,"LINESTRING (4.800010204 58.79996872, 5.949989796 57.99998856)",103466205.66873173,40205561104.257996
maritime2775,maritime2183,maritime,maritime,679.364015505207,7.145092338129437,"LINESTRING (0.4000099897 53.49998093, 5.949989796 57.99998856)",1310811.1571321855,3004996114.09851
maritime2789,maritime2183,maritime,maritime,885.301678879574,7.960046417735668,"LINESTRING (-2 58.39999008, 5.949989796 57.99998856)",1080424.534998467,4145183261.8707285
maritime2845,maritime2183,maritime,maritime,305.7694778501599,4.620883905646006,"LINESTRING (4.899990082 53.49998093, 5.949989796 57.99998856)",14635521.89965545,15314673460.172348
maritime2859,maritime2183,maritime,maritime,233.79082914822143,2.100605527724955,"LINESTRING (8.050000191 57.94998932, 5.949989796 57.99998856)",28046485.012313053,23710011629.01497
maritime2189,maritime2191,maritime,maritime,103.7224205554552,1.5231737056634411,"LINESTRING (4.800010204 58.79996872, 4.200009823 60.19998932)",23229235.14852213,17339182621.19395
maritime2195,maritime2191,maritime,maritime,97.81445732351735,1.80274987140517,"LINESTRING (4.099979877 61.99996185, 4.200009823 60.19998932)",40133919.717495315,17872290180.17153
maritime2785,maritime2191,maritime,maritime,645.6253785799129,6.306367816269241,"LINESTRING (-1.40000999 57.29998016, 4.200009823 60.19998932)",269797.4702922867,617423141.9072537
maritime2792,maritime2191,maritime,maritime,842.9156988821396,7.681192894793999,"LINESTRING (-3.333300114 58.70000076, 4.200009823 60.19998932)",750500.4229573973,1392238414.6297688
maritime2191,maritime2792,maritime,maritime,842.9156988821396,7.681192894793999,"LINESTRING (4.200009823 60.19998932, -3.333300114 58.70000076)",6391604.123331815,4048853019.9089966
maritime2789,maritime2792,maritime,maritime,149.44787076583458,1.3666366020659901,"LINESTRING (-2 58.39999008, -3.333300114 58.70000076)",7857860.903253466,11563794045.969704
maritime2795,maritime2792,maritime,maritime,207.8022889068012,1.866719722,"LINESTRING (-5.200019836 58.70000076, -3.333300114 58.70000076)",7657554.076544311,14309697863.810236
maritime2195,maritime2198,maritime,maritime,250.2811227523657,2.416634358268026,"LINESTRING (4.099979877 61.99996185, 6.299990177 63)",10362669.286380872,10631736086.63504
maritime2201,maritime2198,maritime,maritime,304.6720076087892,2.8792389279909187,"LINESTRING (8.999990463 64.00000763, 6.299990177 63)",21321591.771525417,8676867949.856632
maritime2761,maritime2198,maritime,maritime,675.5195977373368,7.582203330191193,"LINESTRING (11.99997997 67.99999237, 6.299990177 63)",16909614.479568806,6022800489.37657
maritime2198,maritime2201,maritime,maritime,304.6720076087892,2.8792389279909187,"LINESTRING (6.299990177 63, 8.999990463 64.00000763)",6300306.470927041,5752641029.41253
maritime2754,maritime2201,maritime,maritime,195.26758195650558,1.9723086117847375,"LINESTRING (10.69999981 64.99999237, 8.999990463 64.00000763)",19603858.96641561,7529286617.962805
maritime2201,maritime2754,maritime,maritime,195.26758195650558,1.9723086117847375,"LINESTRING (8.999990463 64.00000763, 10.69999981 64.99999237)",5652310.26081105,4735569317.166665
maritime2756,maritime2754,maritime,maritime,151.96219132780243,1.6401407058333437,"LINESTRING (12 66.00002289, 10.69999981 64.99999237)",10687623.038574588,4541563874.476078
maritime2203,maritime2205,maritime,maritime,91.51266479124259,0.854390687274741,"LINESTRING (1.300009966 50.79998016, 2.099999905 51.0999794)",596942241.6201086,558088593732.2505
maritime2209,maritime2205,maritime,maritime,100.82414153633484,0.9861684960133608,"LINESTRING (1.249989986 51.59999084, 2.099999905 51.0999794)",41818992.66070684,74408122345.68211
maritime2212,maritime2205,maritime,maritime,104.945112277519,1.131379552487237,"LINESTRING (2.899990082 51.90000153, 2.099999905 51.0999794)",129207450.4057188,197071784819.0313
maritime2217,maritime2205,maritime,maritime,147.37682799258542,1.3601499263257488,"LINESTRING (3.400000095 51.49998856, 2.099999905 51.0999794)",250182410.55442643,401542089816.45337
maritime2205,maritime2209,maritime,maritime,100.82414153633484,0.9861684960133608,"LINESTRING (2.099999905 51.0999794, 1.249989986 51.59999084)",105923004.94414642,117307162977.886
maritime2212,maritime2209,maritime,maritime,184.84081962995373,1.6770529898945605,"LINESTRING (2.899990082 51.90000153, 1.249989986 51.59999084)",33199048.739830762,67309841217.79609
maritime2205,maritime2212,maritime,maritime,104.945112277519,1.131379552487237,"LINESTRING (2.099999905 51.0999794, 2.899990082 51.90000153)",105437821.29713622,114051633514.70398
maritime2209,maritime2212,maritime,maritime,184.84081962995373,1.6770529898945605,"LINESTRING (1.249989986 51.59999084, 2.899990082 51.90000153)",69740090.31276526,50405111098.45557
maritime2219,maritime2212,maritime,maritime,111.53135667226795,1.004986271631718,"LINESTRING (3.899990082 51.99998856, 2.899990082 51.90000153)",42227456.053615384,55280503604.01979
maritime2775,maritime2212,maritime,maritime,298.5612980043496,2.968136543746039,"LINESTRING (0.4000099897 53.49998093, 2.899990082 51.90000153)",9750692.407478265,11591355687.330605
maritime2845,maritime2212,maritime,maritime,247.50356932082155,2.5612368263056755,"LINESTRING (4.899990082 53.49998093, 2.899990082 51.90000153)",141694193.77475172,222758385066.04953
maritime2205,maritime2217,maritime,maritime,147.37682799258542,1.3601499263257488,"LINESTRING (2.099999905 51.0999794, 3.400000095 51.49998856)",379321266.0248719,330397535807.24384
maritime2219,maritime2217,maritime,maritime,65.49027405088502,0.707099700961795,"LINESTRING (3.899990082 51.99998856, 3.400000095 51.49998856)",262403219.52962324,350451259442.60205
maritime2209,maritime10421,maritime,maritime,85.09670668199728,0.7724698015761793,"LINESTRING (1.249989986 51.59999084, 0.490694491338899 51.45793470273555)",78424120.76453148,92189402385.79144
maritime2219,maritime66,maritime,maritime,56.10467704987273,0.6403065250785961,"LINESTRING (3.899990082 51.99998856, 4.299990177 52.49998093)",182131147.77876624,130359937469.121
maritime2845,maritime66,maritime,maritime,94.68754503721773,1.1661903300919665,"LINESTRING (4.899990082 53.49998093, 4.299990177 52.49998093)",183917225.60912058,106164141019.08972
maritime2226,maritime10437,maritime,maritime,2548.2256526946867,25.515877507157278,"LINESTRING (41.09999847 41.79999924, 36.40000916 44.99998093, 37.242268487654556 46.5328537186643, 39.05051454486885 47.06209646711726, 44.11570255873429 48.58398820142331, 45.899676883545865 48.512629228430846, 49.681702452146396 45.01603955180016, 50.89480499301827 41.234013983199624)",3788945.3646509293,2096735562.084906
maritime2234,maritime2236,maritime,maritime,77.40298170907953,0.7810124086837578,"LINESTRING (-1.25 45.59999084, -0.6500099897 45.09999847)",2114994.019474928,1367049370.4132957
maritime2234,maritime2237,maritime,maritime,63.34851764020476,0.6726793500842155,"LINESTRING (-1.25 45.59999084, -1.700009942 46.0999794)",6272147.312327263,6204882216.968815
maritime2239,maritime2237,maritime,maritime,128.34076199329556,1.2083093531587301,"LINESTRING (-2.800009966 46.59999084, -1.700009942 46.0999794)",26890771.906228207,14986899174.462715
maritime2234,maritime2273,maritime,maritime,152.62620911076985,1.8200388591864811,"LINESTRING (-1.25 45.59999084, -1.899999976 43.89997864)",9402245.815972107,10851259745.723402
maritime2271,maritime2273,maritime,maritime,133.82303939134127,1.2041476971393783,"LINESTRING (-3.099989891 43.79999924, -1.899999976 43.89997864)",7026778.204722714,5789427387.538774
maritime2236,maritime2234,maritime,maritime,77.40298170907953,0.7810124086837578,"LINESTRING (-0.6500099897 45.09999847, -1.25 45.59999084)",415961.5707729105,341748183.9366294
maritime2237,maritime2234,maritime,maritime,63.34851764020476,0.6726793500842155,"LINESTRING (-1.700009942 46.0999794, -1.25 45.59999084)",10504380.31909452,11661445734.881561
maritime2273,maritime2234,maritime,maritime,152.62620911076985,1.8200388591864811,"LINESTRING (-1.899999976 43.89997864, -1.25 45.59999084)",6869045.2579068635,6419997414.287321
maritime2237,maritime2239,maritime,maritime,128.34076199329556,1.2083093531587301,"LINESTRING (-1.700009942 46.0999794, -2.800009966 46.59999084)",7974576.730949233,7550107575.894855
maritime2241,maritime2239,maritime,maritime,133.5141837343813,1.3038264194330085,"LINESTRING (-3.900000095 47.29998016, -2.800009966 46.59999084)",37591892.89534909,21526938040.535206
maritime2251,maritime392,maritime,maritime,130.74913070729107,1.6483205404379573,"LINESTRING (-6.583310127 49.74998856, -5.899990082 51.25)",85519461.11618403,76763784159.83047
maritime2813,maritime392,maritime,maritime,148.19765006029732,2.1592715098831436,"LINESTRING (-5.699999809 53.39999008, -5.899990082 51.25)",10327577.590917412,27661038373.13629
maritime2824,maritime392,maritime,maritime,311.7141504931175,2.8004467746618755,"LINESTRING (-3.099989891 51.19998932, -5.899990082 51.25)",2608197.485798386,4013739730.355865
maritime2825,maritime392,maritime,maritime,235.03466285839335,2.128975162791306,"LINESTRING (-8 51.59999084, -5.899990082 51.25)",16920813.138479963,50696517389.81505
maritime2251,maritime2827,maritime,maritime,354.04839224697133,3.4069346146334953,"LINESTRING (-6.583310127 49.74998856, -9.600000381 51.33327103)",2532386.8586497763,1633967769.2596872
maritime2825,maritime2827,maritime,maritime,179.07193780457365,1.6220791214507935,"LINESTRING (-8 51.59999084, -9.600000381 51.33327103)",4726857.779997336,19994787856.27109
maritime2830,maritime2827,maritime,maritime,133.6034830891336,1.2004609754631108,"LINESTRING (-10.80000019 51.29999924, -9.600000381 51.33327103)",7794453.284992939,15129042629.760223
maritime2260,maritime10473,maritime,maritime,142.1450821294688,1.3234535327324985,"LINESTRING (-3.999989986 50.0999794, -2.756249217059153 50.55234888722981)",807185.9427806154,400456699.3481058
maritime2266,maritime2269,maritime,maritime,300.987665311379,2.7073871541589125,"LINESTRING (-8.5 43.89999008, -5.800010204 44.09999084)",26031804.826056965,10513340199.508167
maritime2271,maritime2269,maritime,maritime,301.52445199431037,2.7166348025973566,"LINESTRING (-3.099989891 43.79999924, -5.800010204 44.09999084)",8385766.617021811,10643736606.613407
maritime2269,maritime2271,maritime,maritime,301.52445199431037,2.7166348025973566,"LINESTRING (-5.800010204 44.09999084, -3.099989891 43.79999924)",17781139.90263348,6934628187.685614
maritime2273,maritime2271,maritime,maritime,133.82303939134127,1.2041476971393783,"LINESTRING (-1.899999976 43.89997864, -3.099989891 43.79999924)",9173277.567448266,10110461160.271091
maritime2277,maritime152,maritime,maritime,231.89998516825602,2.6683261175842534,"LINESTRING (-9.600000381 38.5, -8.999990463 41.09999084)",413598979.72949696,359545786403.874
maritime2284,maritime152,maritime,maritime,85.81424119843486,0.9962567534735538,"LINESTRING (-9.300009727 42.04999924, -8.999990463 41.09999084)",249946182.92172045,363626308939.12476
maritime2288,maritime414,maritime,maritime,2372.8488903197785,21.572009333468483,"LINESTRING (72.46669769 -7.311100006, 76.7529068 -10.45785999, 81.09008789 -13.60435009, 85.49768829 -16.74703979, 90.00006104 -19.87647057)",1500297.935934808,8363871992.753192
maritime2300,maritime654,maritime,maritime,153.34976174680304,1.3946456144436412,"LINESTRING (81.89998627 5.899970055, 82.25 7.249979973)",127214543.28388281,45692732183.82066
maritime2307,maritime654,maritime,maritime,641.1872607061615,5.884330040146815,"LINESTRING (81 13.00000954, 82.25 7.249979973)",9509397.001555018,6761708322.767509
maritime2312,maritime654,maritime,maritime,1605.585565491683,14.905171819776555,"LINESTRING (88 20.99998093, 86.49098969 17.57818985, 85.03795624 14.14412975, 83.6281662 10.70055962, 82.25 7.249979973)",10984749.647082403,12119769689.96305
maritime2316,maritime654,maritime,maritime,895.2819958953792,8.13191482926877,"LINESTRING (88 12.99999046, 85.09945679 10.13764, 82.25 7.249979973)",128528.67130206121,152278901.39975393
maritime2307,maritime2309,maritime,maritime,340.12229285793813,3.1622686097311545,"LINESTRING (81 13.00000954, 82 16)",49725950.65346603,17666375123.440277
maritime2312,maritime2309,maritime,maritime,849.5515394241647,7.810781456292837,"LINESTRING (88 20.99998093, 84.95661163 18.52383041, 82 16)",2176788.007298072,487861707.5395869
maritime2316,maritime2309,maritime,maritime,741.218936897647,6.708208198922497,"LINESTRING (88 12.99999046, 82 16)",42905521.00564085,20517164359.244995
maritime2312,maritime411,maritime,maritime,233.25997104915274,2.1106389723067625,"LINESTRING (88 20.99998093, 90.00007629 21.67414093)",17.044860670869507,13175.148831356577
maritime2316,maritime413,maritime,maritime,230.2020349339485,2.0725069290850167,"LINESTRING (88 12.99999046, 89.99999237 13.54341984)",1219955.3847849302,627814846.5851252
maritime2326,maritime340,maritime,maritime,247.52838430056187,2.326479053110678,"LINESTRING (26.49999046 38.90000153, 24.45000076 37.79998016)",12207817.943732891,9513556476.939682
maritime4305,maritime340,maritime,maritime,149.02599216341852,1.5532156341186827,"LINESTRING (23.60000038 36.49998856, 24.45000076 37.79998016)",62215142.85024363,46977096901.008484
maritime4342,maritime340,maritime,maritime,181.60080210310832,1.9137642331287559,"LINESTRING (25.5 39.39997864, 24.45000076 37.79998016)",198483150.27802742,112951992270.92621
maritime4355,maritime340,maritime,maritime,337.4483402345913,3.181573457394457,"LINESTRING (27.20000076 36.20000839, 24.45000076 37.79998016)",65697905.23790241,68696324726.270294
maritime2467,maritime142,maritime,maritime,834.3622851531123,9.447572769533956,"LINESTRING (180 -49.99996948, 177.2315674 -46.0484581, 175 -41.99998093)",187405.84219208395,73879235.50488068
maritime3180,maritime142,maritime,maritime,373.7698706001395,3.6055237681173526,"LINESTRING (178 -40.00003052, 175 -41.99998093)",1918315.1841139644,2962839617.0446515
maritime3224,maritime142,maritime,maritime,192.5432122785998,2.080885850969166,"LINESTRING (173.8000031 -43.70000839, 175 -41.99998093)",5543048.325546086,5934254890.174927
maritime3226,maritime142,maritime,maritime,86.747436868629,0.9433489467644908,"LINESTRING (174.5 -41.20003891, 175 -41.99998093)",2202096.1212108154,2593010825.642704
maritime2600,maritime2599,maritime,maritime,607.365875701851,5.536244557459718,"LINESTRING (-15.30000019 28.29999924, -10.10000038 30.20000076)",52484423.42843082,15228709212.693121
maritime2644,maritime2599,maritime,maritime,152.1830777511485,1.5999889399999994,"LINESTRING (-10.10000038 31.7999897, -10.10000038 30.20000076)",14887542.982553728,9968277813.074438
maritime2617,maritime2622,maritime,maritime,194.5779006881431,1.8357487415455969,"LINESTRING (-25.29999924 38, -26.89999008 38.90000153)",279961.6597185731,202018318.62507337
maritime2624,maritime2622,maritime,maritime,167.205659717287,1.503349335471452,"LINESTRING (-28.40000916 38.79999161, -26.89999008 38.90000153)",98516.86800831901,36824245.329030834
maritime2640,maritime2642,maritime,maritime,203.06627755271,1.878824232831631,"LINESTRING (-7.100019932 34.40000916, -8.800000191 33.5999794)",63550150.3506765,53766176617.725006
maritime2644,maritime2642,maritime,maritime,221.83950350577211,2.220352091787726,"LINESTRING (-10.10000038 31.7999897, -8.800000191 33.5999794)",137140406.45495266,51493832381.06123
maritime2649,maritime4290,maritime,maritime,139.1478111319628,1.4764759883711325,"LINESTRING (15.19999027 36.40000153, 15.89999962 37.69998932)",87095041.43435216,101037994940.20258
maritime4287,maritime4290,maritime,maritime,272.0638104639986,2.6400820707126793,"LINESTRING (18 39.29999924, 15.89999962 37.69998932)",56312217.75384496,32659075843.90323
maritime4293,maritime4290,maritime,maritime,49.83796792991215,0.5366660415200772,"LINESTRING (15.65999985 38.18000031, 15.89999962 37.69998932)",86411318.55125672,101023908533.89458
maritime2654,maritime239,maritime,maritime,356.7410705945075,3.2572954404123657,"LINESTRING (14.69999981 35.99998856, 11.60000038 35)",5393272.849967541,3675244209.2889338
maritime2663,maritime239,maritime,maritime,113.30103597383058,1.166206926906118,"LINESTRING (11 33.99998093, 11.60000038 35)",7037943.459546229,4919225788.706704
maritime2668,maritime239,maritime,maritime,233.70536585080941,2.570973571696879,"LINESTRING (11 37.49998093, 11.60000038 35)",6734526.371927222,4255285603.8952055
maritime2673,maritime332,maritime,maritime,518.6832826546533,4.800260826340709,"LINESTRING (9.649999619 38.90000153, 14.10000038 40.70000076)",13223598.514874464,5614661455.622613
maritime4295,maritime332,maritime,maritime,217.52848486830592,2.30217371195201,"LINESTRING (15.39999962 38.79999924, 14.10000038 40.70000076)",69710492.2089046,63193999706.4395
maritime4301,maritime332,maritime,maritime,243.19534654032134,2.2472165174163754,"LINESTRING (12 41.49998856, 14.10000038 40.70000076)",38673646.383266255,46867898786.10426
maritime2686,maritime4257,maritime,maritime,170.767938543269,1.552421526729823,"LINESTRING (-0.5999900103 36.20000076, -2.099999905 36.5999794)",5308582.139543544,1930387498.4093242
maritime4225,maritime4257,maritime,maritime,233.77091997920346,2.0999999040000006,"LINESTRING (-4.199999809 36.5999794, -2.099999905 36.5999794)",202818812.00778922,131025934425.88174
maritime4255,maritime4257,maritime,maritime,185.07437175689222,1.7492987658721433,"LINESTRING (-0.5999900103 37.49998856, -2.099999905 36.5999794)",108480330.61057967,156818003879.4311
